,state,city,confirmed,deaths,estimated_population,death_rate,city_ibge_code
2621,MG,Nacip Raydan,51,1,3220.0,0.1,3144201.0
2622,MG,Nanuque,1313,43,40665.0,0.5,3144300.0
2623,MG,Naque,100,4,7051.0,0.3333,3144359.0
2624,MG,Natalândia,19,1,3308.0,0.1,3144375.0
2625,MG,Natércia,49,1,4728.0,0.0208,3144409.0
2626,MG,Nazareno,21,1,8660.0,0.0714,3144508.0
2627,MG,Nepomuceno,155,3,26826.0,0.0221,3144607.0
2628,MG,Ninheira,41,0,10326.0,0.0,3144656.0
2629,MG,Nova Belém,24,2,3128.0,0.0909,3144672.0
2630,MG,Nova Era,177,4,17551.0,0.0258,3144706.0
2631,MG,Nova Lima,4069,42,96157.0,0.0121,3144805.0
2632,MG,Nova Módica,85,2,3573.0,0.0741,3144904.0
2633,MG,Nova Ponte,348,11,15800.0,0.5,3145000.0
2634,MG,Nova Porteirinha,68,2,7497.0,0.0833,3145059.0
2635,MG,Nova Resende,163,1,16832.0,0.0179,3145109.0
2636,MG,Nova Serrana,1261,49,105520.0,1.0,3145208.0
2637,MG,Nova União,37,0,5732.0,0.0,3136603.0
2638,MG,Novo Cruzeiro,146,3,31335.0,1.0,3145307.0
2639,MG,Novo Oriente de Minas,153,3,10778.0,0.0328,3145356.0
2640,MG,Novorizonte,8,2,5324.0,1.0,3145372.0
2641,MG,Olaria,5,0,1720.0,0.0,3145406.0
2642,MG,Olhos-d'Água,10,0,6171.0,0.0,3145455.0
2643,MG,Oliveira,345,8,41840.0,0.0248,3145604.0
2644,MG,Oliveira Fortes,2,0,2130.0,0.0,3145703.0
2645,MG,Olímpio Noronha,18,0,2809.0,0.0,3145505.0
2646,MG,Onça de Pitangui,26,0,3152.0,0.0,3145802.0
2647,MG,Oratórios,22,0,4663.0,0.0,3145851.0
2648,MG,Orizânia,30,3,8079.0,0.3333,3145877.0
2649,MG,Ouro Branco,512,5,39867.0,0.0224,3145901.0
2650,MG,Ouro Fino,277,6,33791.0,1.0,3146008.0
2651,MG,Ouro Preto,944,35,74558.0,1.0,3146107.0
2652,MG,Ouro Verde de Minas,27,3,5914.0,1.0,3146206.0
2653,MG,Padre Carvalho,54,2,6423.0,0.0455,3146255.0
2654,MG,Padre Paraíso,382,3,20252.0,0.0093,3146305.0
2655,MG,Pai Pedro,21,1,6094.0,0.125,3146552.0
2656,MG,Paineiras,7,0,4462.0,0.0,3146404.0
2657,MG,Pains,88,1,8296.0,0.0385,3146503.0
2658,MG,Paiva,2,0,1523.0,0.0,3146602.0
2659,MG,Palma,46,4,6611.0,0.087,3146701.0
2660,MG,Palmópolis,49,2,5349.0,0.2857,3146750.0
2661,MG,Papagaios,225,1,15800.0,0.0102,3146909.0
2662,MG,Paracatu,2485,39,93862.0,0.0625,3147006.0
2663,MG,Paraguaçu,168,4,21605.0,0.0263,3147204.0
2664,MG,Paraisópolis,203,9,21221.0,0.5,3147303.0
2665,MG,Paraopeba,352,7,24700.0,0.0215,3147402.0
2666,MG,Pará de Minas,744,14,94808.0,0.0278,3147105.0
2667,MG,Passa Quatro,211,10,16393.0,0.087,3147600.0
2668,MG,Passa Tempo,88,2,8057.0,0.0455,3147709.0
2669,MG,Passa Vinte,9,0,2031.0,0.0,3147808.0
2670,MG,Passabém,7,1,1633.0,0.1429,3147501.0
2671,MG,Passos,1329,27,115337.0,0.0909,3147907.0
2672,MG,Patis,29,0,6002.0,0.0,3147956.0
2673,MG,Patos de Minas,2846,77,153585.0,0.1667,3148004.0
2674,MG,Patrocínio,2114,41,91449.0,0.1429,3148103.0
2675,MG,Patrocínio do Muriaé,43,3,5715.0,0.1333,3148202.0
2676,MG,Paula Cândido,29,0,9584.0,0.0,3148301.0
2677,MG,Paulistas,8,0,4812.0,0.0,3148400.0
2678,MG,Pavão,35,2,8419.0,0.08,3148509.0
2679,MG,Pedra Azul,145,10,24329.0,0.0891,3148707.0
2680,MG,Pedra Bonita,43,2,7128.0,0.0833,3148756.0
2681,MG,Pedra Dourada,14,0,2532.0,0.0,3149002.0
2682,MG,Pedra do Anta,4,0,3005.0,0.0,3148806.0
2683,MG,Pedra do Indaiá,94,1,3974.0,0.0222,3148905.0
2684,MG,Pedralva,24,1,11146.0,0.0833,3149101.0
2685,MG,Pedras de Maria da Cruz,64,1,12212.0,0.0185,3149150.0
2686,MG,Pedrinópolis,70,1,3643.0,0.5,3149200.0
2687,MG,Pedro Leopoldo,818,20,64712.0,0.0337,3149309.0
2688,MG,Pequeri,24,1,3330.0,1.0,3149507.0
2689,MG,Pequi,23,1,4432.0,1.0,3149606.0
2690,MG,Perdigão,182,5,11755.0,0.0351,3149705.0
2691,MG,Perdizes,401,5,16321.0,1.0,3149804.0
2692,MG,Perdões,247,4,21485.0,0.0165,3149903.0
2693,MG,Periquito,105,7,6773.0,0.0693,3149952.0
2694,MG,Pescador,43,0,4256.0,0.0,3150000.0
2695,MG,Peçanha,60,2,17537.0,0.0526,3148608.0
2696,MG,Piau,11,1,2733.0,0.1111,3150109.0
2697,MG,Piedade de Caratinga,78,2,8702.0,0.0408,3150158.0
2698,MG,Piedade de Ponte Nova,35,2,4140.0,0.0571,3150208.0
2699,MG,Piedade do Rio Grande,29,2,4466.0,0.5,3150307.0
2700,MG,Piedade dos Gerais,74,3,5009.0,0.0556,3150406.0
2701,MG,Pimenta,23,0,8688.0,0.0,3150505.0
2702,MG,Pingo-d'Água,48,2,4986.0,0.2,3150539.0
2703,MG,Pintópolis,18,1,7524.0,1.0,3150570.0
2704,MG,Piracema,56,1,6398.0,0.0625,3150604.0
2705,MG,Pirajuba,174,2,6348.0,0.0156,3150703.0
2706,MG,Piranga,86,9,17634.0,0.3333,3150802.0
2707,MG,Piranguinho,138,4,8640.0,0.0308,3151008.0
2708,MG,Piranguçu,56,2,5488.0,0.2,3150901.0
2709,MG,Pirapetinga,505,6,10772.0,0.1,3151107.0
2710,MG,Pirapora,1385,19,56640.0,0.0769,3151206.0
2711,MG,Piraúba,57,2,10759.0,0.04,3151305.0
2712,MG,Pitangui,306,7,28215.0,0.0256,3151404.0
2713,MG,Piumhi,467,10,34918.0,0.5,3151503.0
2714,MG,Planura,286,5,12292.0,1.0,3151602.0
2715,MG,Pocrane,75,3,8359.0,0.0429,3151909.0
2716,MG,Pompéu,339,2,32035.0,0.0147,3152006.0
2717,MG,Ponte Nova,652,12,59875.0,0.0238,3152105.0
2718,MG,Ponto Chique,32,0,4283.0,0.0,3152131.0
2719,MG,Ponto dos Volantes,94,3,12179.0,0.0435,3152170.0
2720,MG,Porteirinha,557,15,37864.0,0.032,3152204.0
2721,MG,Porto Firme,132,7,11348.0,0.0563,3152303.0
2722,MG,Poté,147,5,16616.0,0.0476,3152402.0
2723,MG,Pouso Alegre,3354,74,152549.0,0.1667,3152501.0
2724,MG,Pouso Alto,76,2,5900.0,0.04,3152600.0
2725,MG,Poço Fundo,150,2,16846.0,0.015,3151701.0
2726,MG,Poços de Caldas,1507,42,168641.0,0.1429,3151800.0
2727,MG,Prados,26,2,9080.0,0.0833,3152709.0
2728,MG,Prata,687,21,28017.0,0.0346,3152808.0
2729,MG,Pratinha,45,0,3631.0,0.0,3153004.0
2730,MG,Pratápolis,123,5,8566.0,0.0482,3152907.0
2731,MG,Presidente Bernardes,6,1,5341.0,0.25,3153103.0
2732,MG,Presidente Juscelino,41,1,3606.0,1.0,3153202.0
2733,MG,Presidente Kubitschek,14,0,3001.0,0.0,3153301.0
2734,MG,Presidente Olegário,175,7,19627.0,0.0513,3153400.0
2735,MG,Prudente de Morais,93,2,10834.0,0.0286,3153608.0
2736,MG,Quartel Geral,13,0,3584.0,0.0,3153707.0
2737,MG,Queluzito,10,1,1943.0,0.125,3153806.0
2738,MG,Raposos,455,6,16429.0,0.125,3153905.0
2739,MG,Raul Soares,84,3,23711.0,0.0426,3154002.0
2740,MG,Recreio,70,4,10520.0,0.0714,3154101.0
2741,MG,Reduto,148,1,7201.0,0.0071,3154150.0
2742,MG,Resende Costa,72,0,11540.0,0.0,3154200.0
2743,MG,Resplendor,542,8,17396.0,0.0833,3154309.0
2744,MG,Ressaquinha,5,0,4817.0,0.0,3154408.0
2745,MG,Riachinho,66,2,8134.0,0.0909,3154457.0
2746,MG,Riacho dos Machados,53,1,9476.0,0.1,3154507.0
2747,MG,Ribeirão Vermelho,18,0,4047.0,0.0,3154705.0
2748,MG,Ribeirão das Neves,4113,155,338197.0,0.0435,3154606.0
2749,MG,Rio Acima,282,5,10420.0,0.0185,3154804.0
2750,MG,Rio Casca,168,5,13473.0,0.0305,3154903.0
2751,MG,Rio Doce,10,0,2620.0,0.0,3155009.0
2752,MG,Rio Espera,24,2,5402.0,0.5,3155207.0
2753,MG,Rio Manso,86,3,5879.0,0.5,3155306.0
2754,MG,Rio Novo,45,3,8957.0,0.2,3155405.0
2755,MG,Rio Paranaíba,623,9,12335.0,0.0349,3155504.0
2756,MG,Rio Pardo de Minas,194,1,31045.0,0.0476,3155603.0
2757,MG,Rio Piracicaba,327,2,14332.0,0.0079,3155702.0
2758,MG,Rio Pomba,78,2,17959.0,0.25,3155801.0
2759,MG,Rio Preto,15,0,5485.0,0.0,3155900.0
2760,MG,Rio Vermelho,5,0,12739.0,0.0,3156007.0
2761,MG,Rio do Prado,33,2,5133.0,0.1429,3155108.0
2762,MG,Ritápolis,8,0,4562.0,0.0,3156106.0
2763,MG,Rochedo de Minas,7,1,2320.0,1.0,3156205.0
2764,MG,Rodeiro,187,1,8224.0,0.0667,3156304.0
2765,MG,Romaria,46,1,3520.0,0.1,3156403.0
2766,MG,Rosário da Limeira,38,1,4622.0,0.0286,3156452.0
2767,MG,Rubelita,7,1,5798.0,0.1667,3156502.0
2768,MG,Rubim,27,1,10256.0,0.3333,3156601.0
2769,MG,Sabará,1429,63,137125.0,0.0453,3156700.0
2770,MG,Sabinópolis,25,0,15416.0,0.0,3156809.0
2771,MG,Sacramento,835,20,26374.0,0.0249,3156908.0
2772,MG,Salinas,669,14,41699.0,1.0,3157005.0
2773,MG,Salto da Divisa,48,1,7012.0,0.0476,3157104.0
2774,MG,Santa Bárbara,619,8,31604.0,0.0157,3157203.0
2775,MG,Santa Bárbara do Leste,109,5,8181.0,0.05,3157252.0
2776,MG,Santa Bárbara do Monte Verde,3,0,3182.0,0.0,3157278.0
2777,MG,Santa Bárbara do Tugúrio,6,0,4407.0,0.0,3157302.0
2778,MG,Santa Cruz de Minas,73,4,8664.0,0.5,3157336.0
2779,MG,Santa Cruz de Salinas,21,2,4107.0,0.1,3157377.0
2780,MG,Santa Cruz do Escalvado,33,1,4725.0,0.0385,3157401.0
2781,MG,Santa Efigênia de Minas,34,3,4381.0,1.0,3157500.0
2782,MG,Santa Fé de Minas,16,0,3826.0,0.0,3157609.0
2783,MG,Santa Helena de Minas,56,2,6386.0,0.05,3157658.0
2784,MG,Santa Juliana,514,19,14255.0,0.0375,3157708.0
2785,MG,Santa Luzia,2179,102,220444.0,0.0625,3157807.0
2786,MG,Santa Margarida,290,4,16302.0,0.0606,3157906.0
2787,MG,Santa Maria de Itabira,80,3,10857.0,0.0714,3158003.0
2788,MG,Santa Maria do Salto,12,0,5217.0,0.0,3158102.0
2789,MG,Santa Maria do Suaçuí,109,5,14611.0,1.0,3158201.0
2790,MG,Santa Rita de Caldas,217,6,8924.0,0.0364,3159209.0
2791,MG,Santa Rita de Ibitipoca,1,0,3402.0,0.0,3159407.0
2792,MG,Santa Rita de Jacutinga,19,1,4863.0,0.2,3159308.0
2793,MG,Santa Rita de Minas,173,4,7268.0,0.0268,3159357.0
2794,MG,Santa Rita do Itueto,277,2,5457.0,0.0159,3159506.0
2795,MG,Santa Rita do Sapucaí,486,19,43753.0,0.0671,3159605.0
2796,MG,Santa Rosa da Serra,15,0,3357.0,0.0,3159704.0
2797,MG,Santa Vitória,418,3,19872.0,0.0189,3159803.0
2798,MG,Santana da Vargem,46,2,7073.0,0.0465,3158300.0
2799,MG,Santana de Cataguases,30,0,3891.0,0.0,3158409.0
2800,MG,Santana de Pirapama,48,2,7589.0,0.0526,3158508.0
2801,MG,Santana do Deserto,67,1,3981.0,0.0556,3158607.0
2802,MG,Santana do Garambéu,5,0,2476.0,0.0,3158706.0
2803,MG,Santana do Jacaré,21,4,4834.0,0.3636,3158805.0
2804,MG,Santana do Manhuaçu,116,1,8667.0,0.0625,3158904.0
2805,MG,Santana do Paraíso,2361,29,35369.0,0.0417,3158953.0
2806,MG,Santana do Riacho,27,0,4315.0,0.0,3159001.0
2807,MG,Santana dos Montes,8,0,3765.0,0.0,3159100.0
2808,MG,Santo Antônio do Amparo,118,2,18613.0,0.5,3159902.0
2809,MG,Santo Antônio do Aventureiro,19,3,3602.0,0.75,3160009.0
2810,MG,Santo Antônio do Grama,14,1,3886.0,0.1,3160108.0
2811,MG,Santo Antônio do Itambé,25,0,3799.0,0.0,3160207.0
2812,MG,Santo Antônio do Jacinto,414,10,11604.0,0.1,3160306.0
2813,MG,Santo Antônio do Monte,459,13,28427.0,0.0325,3160405.0
2814,MG,Santo Antônio do Retiro,83,1,7297.0,0.0189,3160454.0
2815,MG,Santo Antônio do Rio Abaixo,16,0,1760.0,0.0,3160504.0
2816,MG,Santo Hipólito,32,0,3065.0,0.0,3160603.0
2817,MG,Santos Dumont,286,10,46421.0,0.3333,3160702.0
2818,MG,Sapucaí-Mirim,44,2,6989.0,0.0476,3165404.0
2819,MG,Sardoá,49,1,6361.0,0.0667,3165503.0
2820,MG,Sarzedo,448,11,33413.0,0.0357,3165537.0
2821,MG,Sem-Peixe,11,1,2606.0,0.1111,3165560.0
2822,MG,Senador Amaral,79,1,5361.0,0.0149,3165578.0
2823,MG,Senador Cortes,16,0,2003.0,0.0,3165602.0
2824,MG,Senador Firmino,29,2,7858.0,1.0,3165701.0
2825,MG,Senador José Bento,32,2,1461.0,0.0714,3165800.0
2826,MG,Senador Modestino Gonçalves,2,1,4105.0,1.0,3165909.0
2827,MG,Senhora de Oliveira,7,0,5786.0,0.0,3166006.0
2828,MG,Senhora do Porto,17,0,3519.0,0.0,3166105.0
2829,MG,Senhora dos Remédios,34,0,10467.0,0.0,3166204.0
2830,MG,Sericita,12,0,7333.0,0.0,3166303.0
2831,MG,Seritinga,2,0,1854.0,0.0,3166402.0
2832,MG,Serra Azul de Minas,1,0,4292.0,0.0,3166501.0
2833,MG,Serra da Saudade,6,0,776.0,0.0,3166600.0
2834,MG,Serra do Salitre,198,3,11668.0,0.0189,3166808.0
2835,MG,Serra dos Aimorés,249,7,8713.0,0.0326,3166709.0
2836,MG,Serrania,43,1,7668.0,0.0357,3166907.0
2837,MG,Serranos,8,0,1956.0,0.0,3167004.0
2838,MG,Serranópolis de Minas,15,0,4809.0,0.0,3166956.0
2839,MG,Serro,146,3,20940.0,0.0476,3167103.0
2840,MG,Sete Lagoas,3206,59,241835.0,0.0909,3167202.0
2841,MG,Setubinha,44,1,12378.0,0.0357,3165552.0
2842,MG,Silveirânia,5,0,2264.0,0.0,3167301.0
2843,MG,Silvianópolis,39,3,6248.0,0.15,3167400.0
2844,MG,Simonésia,170,5,19736.0,0.034,3167608.0
2845,MG,Simão Pereira,15,0,2618.0,0.0,3167509.0
2846,MG,Sobrália,61,6,5514.0,0.125,3167707.0
2847,MG,Soledade de Minas,11,0,6189.0,0.0,3167806.0
2848,MG,São Bento Abade,4,0,5349.0,0.0,3160801.0
2849,MG,São Brás do Suaçuí,19,0,3754.0,0.0,3160900.0
2850,MG,São Domingos das Dores,31,3,5658.0,0.2,3160959.0
2851,MG,São Domingos do Prata,70,3,17327.0,0.0566,3161007.0
2852,MG,São Francisco,392,16,56477.0,1.0,3161106.0
2853,MG,São Francisco de Paula,55,4,6520.0,0.1143,3161205.0
2854,MG,São Francisco de Sales,140,4,6274.0,0.0292,3161304.0
2855,MG,São Francisco do Glória,35,1,4800.0,0.25,3161403.0
2856,MG,São Félix de Minas,51,0,3362.0,0.0,3161056.0
2857,MG,São Geraldo,55,5,12562.0,0.1429,3161502.0
2858,MG,São Geraldo da Piedade,49,5,3910.0,1.0,3161601.0
2859,MG,São Geraldo do Baixio,18,3,4059.0,0.4,3161650.0
2860,MG,São Gonçalo do Abaeté,33,1,8459.0,0.0833,3161700.0
2861,MG,São Gonçalo do Pará,77,2,12597.0,0.1429,3161809.0
2862,MG,São Gonçalo do Rio Abaixo,286,5,11019.0,0.0323,3161908.0
2863,MG,São Gonçalo do Rio Preto,3,0,3173.0,0.0,3125507.0
2864,MG,São Gonçalo do Sapucaí,119,4,25561.0,0.0597,3162005.0
2865,MG,São Gotardo,1297,29,35782.0,0.0439,3162104.0
2866,MG,São Joaquim de Bicas,445,30,32148.0,0.25,3162922.0
2867,MG,São José da Barra,68,0,7480.0,0.0,3162948.0
2868,MG,São José da Lapa,390,9,24135.0,0.3333,3162955.0
2869,MG,São José da Safira,178,1,4280.0,0.0067,3163003.0
2870,MG,São José da Varginha,22,0,5079.0,0.0,3163102.0
2871,MG,São José do Alegre,15,1,4210.0,0.1111,3163201.0
2872,MG,São José do Divino,43,0,3856.0,0.0,3163300.0
2873,MG,São José do Goiabal,35,2,5387.0,0.5,3163409.0
2874,MG,São José do Jacuri,58,0,6431.0,0.0,3163508.0
2875,MG,São José do Mantimento,117,2,2806.0,0.023,3163607.0
2876,MG,São João Batista do Glória,122,4,7498.0,0.0635,3162203.0
2877,MG,São João Evangelista,68,2,15767.0,1.0,3162807.0
2878,MG,São João Nepomuceno,205,8,26447.0,0.5,3162906.0
2879,MG,São João da Lagoa,26,0,4932.0,0.0,3162252.0
2880,MG,São João da Mata,31,1,2746.0,0.0357,3162302.0
2881,MG,São João da Ponte,100,9,25098.0,1.0,3162401.0
2882,MG,São João das Missões,49,0,13125.0,0.0,3162450.0
2883,MG,São João del Rei,835,21,90497.0,0.0273,3162500.0
2884,MG,São João do Manhuaçu,124,9,11674.0,1.0,3162559.0
2885,MG,São João do Manteninha,143,1,5918.0,0.0093,3162575.0
2886,MG,São João do Oriente,120,7,7444.0,1.0,3162609.0
2887,MG,São João do Pacuí,6,0,4448.0,0.0,3162658.0
2888,MG,São João do Paraíso,140,1,23709.0,0.0088,3162708.0
2889,MG,São Lourenço,491,10,46202.0,0.0263,3163706.0
2890,MG,São Miguel do Anta,52,1,6944.0,0.0238,3163805.0
2891,MG,São Pedro da União,23,0,4610.0,0.0,3163904.0
2892,MG,São Pedro do Suaçuí,69,1,5202.0,0.3333,3164100.0
2893,MG,São Pedro dos Ferros,50,2,7706.0,0.25,3164001.0
2894,MG,São Romão,37,2,12529.0,0.5,3164209.0
2895,MG,São Roque de Minas,29,0,7076.0,0.0,3164308.0
2896,MG,São Sebastião da Bela Vista,84,3,5552.0,0.0476,3164407.0
2897,MG,São Sebastião da Vargem Alegre,23,0,3024.0,0.0,3164431.0
2898,MG,São Sebastião do Anta,27,1,6627.0,0.0909,3164472.0
2899,MG,São Sebastião do Maranhão,17,0,9963.0,0.0,3164506.0
2900,MG,São Sebastião do Oeste,114,2,6863.0,0.0185,3164605.0
2901,MG,São Sebastião do Paraíso,985,28,71445.0,1.0,3164704.0
2902,MG,São Sebastião do Rio Preto,28,1,1492.0,0.0417,3164803.0
2903,MG,São Sebastião do Rio Verde,2,0,2250.0,0.0,3164902.0
2904,MG,São Tiago,27,3,10960.0,0.25,3165008.0
2905,MG,São Tomás de Aquino,59,3,7000.0,1.0,3165107.0
2906,MG,São Vicente de Minas,17,0,7815.0,0.0,3165305.0
2907,MG,Tabuleiro,11,1,3708.0,0.25,3167905.0
2908,MG,Taiobeiras,343,7,34397.0,0.038,3168002.0
2909,MG,Taparuba,61,1,3101.0,0.02,3168051.0
2910,MG,Tapira,66,1,4832.0,0.0185,3168101.0
2911,MG,Tapiraí,33,0,1872.0,0.0,3168200.0
2912,MG,Taquaraçu de Minas,54,4,4099.0,0.5,3168309.0
2913,MG,Tarumirim,82,8,14302.0,1.0,3168408.0
2914,MG,Teixeiras,37,1,11670.0,0.037,3168507.0
2915,MG,Teófilo Otoni,2630,98,140937.0,0.0465,3168606.0
2916,MG,Timóteo,2487,80,90568.0,0.0458,3168705.0
2917,MG,Tiradentes,32,1,8072.0,1.0,3168804.0
2918,MG,Tiros,27,2,6424.0,0.087,3168903.0
2919,MG,Tocantins,226,6,16715.0,0.0301,3169000.0
2920,MG,Tocos do Moji,17,0,4109.0,0.0,3169059.0
2921,MG,Toledo,111,5,6297.0,0.1818,3169109.0
2922,MG,Tombos,225,2,7850.0,0.0169,3169208.0
2923,MG,Três Corações,910,31,80032.0,0.0446,3169307.0
2924,MG,Três Marias,265,9,32716.0,0.0476,3169356.0
2925,MG,Três Pontas,747,14,56940.0,1.0,3169406.0
2926,MG,Tumiritinga,42,2,6765.0,0.0513,3169505.0
2927,MG,Tupaciguara,651,14,25398.0,0.0377,3169604.0
2928,MG,Turmalina,77,1,20125.0,0.0312,3169703.0
2929,MG,Turvolândia,17,1,5070.0,0.25,3169802.0
2930,MG,Ubaporanga,281,7,12493.0,0.0249,3170057.0
2931,MG,Ubaí,50,0,12599.0,0.0,3170008.0
2932,MG,Uberaba,7980,208,337092.0,0.1154,3170107.0
2933,MG,Uberlândia,35632,671,699097.0,0.0833,3170206.0
2934,MG,Ubá,2093,60,116797.0,0.0383,3169901.0
2935,MG,Umburatiba,17,0,2596.0,0.0,3170305.0
2936,MG,Unaí,2707,55,84930.0,0.0226,3170404.0
2937,MG,União de Minas,113,2,4284.0,0.0204,3170438.0
2938,MG,Uruana de Minas,19,0,3260.0,0.0,3170479.0
2939,MG,Urucuia,54,3,17173.0,0.1176,3170529.0
2940,MG,Urucânia,174,1,10345.0,0.0089,3170503.0
2941,MG,Vargem Alegre,122,2,6470.0,0.018,3170578.0
2942,MG,Vargem Bonita,10,1,2148.0,0.25,3170602.0
2943,MG,Vargem Grande do Rio Pardo,26,0,5026.0,0.0,3170651.0
2944,MG,Varginha,1357,42,136602.0,0.2,3170701.0
2945,MG,Varjão de Minas,74,1,7138.0,0.5,3170750.0
2946,MG,Varzelândia,95,3,19305.0,1.0,3170909.0
2947,MG,Vazante,782,5,20642.0,0.007,3171006.0
2948,MG,Verdelândia,37,0,9443.0,0.0,3171030.0
2949,MG,Veredinha,1,0,5727.0,0.0,3171071.0
2950,MG,Vermelho Novo,31,1,4846.0,0.3333,3171154.0
2951,MG,Veríssimo,43,1,4045.0,0.25,3171105.0
2952,MG,Vespasiano,1388,39,129765.0,0.0294,3171204.0
2953,MG,Vieiras,24,1,3589.0,0.0667,3171402.0
2954,MG,Virgem da Lapa,48,1,13740.0,0.05,3171600.0
2955,MG,Virginópolis,29,0,10484.0,0.0,3171808.0
2956,MG,Virgolândia,26,1,5340.0,0.0625,3171907.0
2957,MG,Virgínia,41,1,8663.0,0.0278,3171709.0
2958,MG,Visconde do Rio Branco,880,20,42965.0,0.125,3172004.0
2959,MG,Viçosa,553,4,79388.0,0.0082,3171303.0
2960,MG,Volta Grande,25,1,5261.0,0.1111,3172103.0
2961,MG,Várzea da Palma,555,9,39803.0,0.0526,3170800.0
2962,MG,Wenceslau Braz,42,0,2548.0,0.0,3172202.0
2963,MG,Água Boa,60,1,13523.0,0.0208,3100609.0
2964,MG,Água Comprida,23,1,1992.0,0.3333,3100708.0
2965,MG,Águas Formosas,328,8,19247.0,0.0417,3100906.0
2966,MG,Águas Vermelhas,79,0,13599.0,0.0,3101003.0
2967,PI,Acauã,53,0,7102.0,0.0,2200053.0
2968,PI,Agricolândia,65,0,5131.0,0.0,2200103.0
2969,PI,Alagoinha do Piauí,117,3,7665.0,0.0294,2200251.0
2970,PI,Alegrete do Piauí,317,1,4918.0,0.0038,2200277.0
2971,PI,Alto Longá,206,6,14339.0,0.0556,2200301.0
2972,PI,Altos,1776,25,40605.0,0.0548,2200400.0
2973,PI,Alvorada do Gurguéia,69,3,5445.0,0.0612,2200459.0
2974,PI,Amarante,492,8,17604.0,0.087,2200509.0
2975,PI,Angical do Piauí,157,4,6783.0,0.1111,2200608.0
2976,PI,Antônio Almeida,234,2,3170.0,0.0179,2200806.0
2977,PI,Anísio de Abreu,128,0,9938.0,0.0,2200707.0
2978,PI,Aroazes,116,4,5827.0,0.3333,2200905.0
2979,PI,Aroeiras do Itaim,88,1,2551.0,0.0152,2200954.0
2980,PI,Arraial,61,1,4720.0,0.0256,2201002.0
2981,PI,Assunção do Piauí,133,2,7863.0,0.0385,2201051.0
2982,PI,Avelino Lopes,56,5,11326.0,0.25,2201101.0
2983,PI,Baixa Grande do Ribeiro,1394,10,11671.0,1.0,2201150.0
2984,PI,Barra D'Alcântara,18,1,3952.0,0.1,2201176.0
2985,PI,Barras,2949,57,47185.0,0.04,2201200.0
2986,PI,Barreiras do Piauí,32,1,3352.0,0.0323,2201309.0
2987,PI,Barro Duro,450,7,7027.0,0.0342,2201408.0
2988,PI,Batalha,442,10,26905.0,0.0488,2201507.0
2989,PI,Bela Vista do Piauí,44,1,4030.0,0.0286,2201556.0
2990,PI,Belém do Piauí,126,3,3587.0,0.25,2201572.0
2991,PI,Beneditinos,312,8,10473.0,0.3,2201606.0
2992,PI,Bertolínia,504,4,5507.0,0.0189,2201705.0
2993,PI,Betânia do Piauí,60,1,6210.0,0.0714,2201739.0
2994,PI,Boa Hora,129,0,6815.0,0.0,2201770.0
2995,PI,Bocaina,152,2,4505.0,0.0132,2201804.0
2996,PI,Bom Jesus,1768,23,25387.0,0.0135,2201903.0
2997,PI,Bom Princípio do Piauí,42,3,5651.0,1.0,2201919.0
2998,PI,Bonfim do Piauí,85,1,5685.0,0.0333,2201929.0
2999,PI,Boqueirão do Piauí,149,1,6426.0,0.0222,2201945.0
3000,PI,Brasileira,213,2,8347.0,0.0169,2201960.0
3001,PI,Brejo do Piauí,23,0,3848.0,0.0,2201988.0
3002,PI,Buriti dos Lopes,785,12,19807.0,1.0,2202000.0
3003,PI,Buriti dos Montes,83,1,8264.0,0.5,2202026.0
3004,PI,Cabeceiras do Piauí,234,7,10630.0,0.0304,2202059.0
3005,PI,Cajazeiras do Piauí,12,0,3573.0,0.0,2202075.0
3006,PI,Cajueiro da Praia,371,10,7674.0,0.0556,2202083.0
3007,PI,Caldeirão Grande do Piauí,128,0,5781.0,0.0,2202091.0
3008,PI,Campinas do Piauí,44,1,5620.0,0.04,2202109.0
3009,PI,Campo Alegre do Fidalgo,16,1,5069.0,0.3333,2202117.0
3010,PI,Campo Grande do Piauí,274,4,5965.0,0.0513,2202133.0
3011,PI,Campo Largo do Piauí,226,5,7311.0,0.5,2202174.0
3012,PI,Campo Maior,2516,54,46893.0,0.027,2202208.0
3013,PI,Canavieira,17,1,3944.0,0.1429,2202251.0
3014,PI,Canto do Buriti,523,11,21258.0,1.0,2202307.0
3015,PI,Capitão Gervásio Oliveira,21,1,4114.0,0.0556,2202455.0
3016,PI,Capitão de Campos,208,1,11445.0,0.0111,2202406.0
3017,PI,Caracol,184,3,10964.0,0.0191,2202505.0
3018,PI,Caraúbas do Piauí,163,4,5890.0,0.025,2202539.0
3019,PI,Caridade do Piauí,51,0,5085.0,0.0,2202554.0
3020,PI,Castelo do Piauí,372,10,19715.0,0.1364,2202604.0
3021,PI,Caxingó,108,0,5451.0,0.0,2202653.0
3022,PI,Cocal,701,18,27845.0,1.0,2202703.0
3023,PI,Cocal de Telha,95,4,4899.0,0.0492,2202711.0
3024,PI,Cocal dos Alves,174,4,6168.0,0.0284,2202729.0
3025,PI,Coivaras,132,2,4032.0,0.0198,2202737.0
3026,PI,Colônia do Gurguéia,59,2,6516.0,0.5,2202752.0
3027,PI,Colônia do Piauí,62,1,7661.0,0.0833,2202778.0
3028,PI,Conceição do Canindé,21,1,4807.0,0.0833,2202802.0
