,state,city,confirmed,deaths,estimated_population,death_rate,city_ibge_code
0,AP,Amapá,787,4,9187.0,0.1,1600105.0
1,AP,Calçoene,1202,5,11306.0,0.125,1600204.0
2,AP,Cutias,620,2,6101.0,0.0333,1600212.0
3,AP,Ferreira Gomes,590,3,7967.0,0.3333,1600238.0
4,AP,Itaubal,321,0,5617.0,0.0,1600253.0
5,AP,Laranjal do Jari,4785,46,51362.0,0.0909,1600279.0
6,AP,Macapá,20375,520,512902.0,0.0357,1600303.0
7,AP,Mazagão,1566,8,22053.0,0.04,1600402.0
8,AP,Oiapoque,2940,26,27906.0,0.0833,1600501.0
9,AP,Pedra Branca do Amapari,2806,5,17067.0,0.0476,1600154.0
10,AP,Porto Grande,1232,15,22452.0,0.0395,1600535.0
11,AP,Pracuúba,351,6,5246.0,0.2,1600550.0
12,AP,Santana,10063,88,123096.0,0.3333,1600600.0
13,AP,Serra do Navio,697,4,5488.0,0.0134,1600055.0
14,AP,Tartarugalzinho,1408,4,17769.0,0.1,1600709.0
15,AP,Vitória do Jari,2910,13,16254.0,0.0769,1600808.0
16,AC,Acrelândia,492,11,15490.0,0.0667,1200013.0
17,AC,Assis Brasil,719,9,7534.0,0.5,1200054.0
18,AC,Brasiléia,1188,20,26702.0,0.0571,1200104.0
19,AC,Bujari,406,7,10420.0,0.0417,1200138.0
20,AC,Capixaba,257,8,12008.0,0.0419,1200179.0
21,AC,Cruzeiro do Sul,3678,64,89072.0,0.0195,1200203.0
22,AC,Epitaciolândia,529,14,18696.0,0.0451,1200252.0
23,AC,Feijó,1314,22,34884.0,0.125,1200302.0
24,AC,Jordão,215,1,8473.0,0.0182,1200328.0
25,AC,Manoel Urbano,339,2,9581.0,0.0328,1200344.0
26,AC,Marechal Thaumaturgo,652,3,19299.0,0.0068,1200351.0
27,AC,Mâncio Lima,1201,14,19311.0,0.0385,1200336.0
28,AC,Plácido de Castro,426,8,19955.0,0.1,1200385.0
29,AC,Porto Acre,524,16,18824.0,0.0455,1200807.0
30,AC,Porto Walter,321,2,12241.0,0.0084,1200393.0
31,AC,Rio Branco,12035,434,413418.0,0.0567,1200401.0
32,AC,Rodrigues Alves,200,7,19351.0,0.1034,1200427.0
33,AC,Santa Rosa do Purus,367,2,6717.0,0.0217,1200435.0
34,AC,Sena Madureira,1774,14,46511.0,0.0244,1200500.0
35,AC,Senador Guiomard,546,13,23236.0,0.0259,1200450.0
36,AC,Tarauacá,2655,14,43151.0,0.125,1200609.0
37,AC,Xapuri,1489,13,19596.0,0.0256,1200708.0
38,AM,Alvarães,1283,17,16220.0,0.4286,1300029.0
39,AM,Amaturá,977,10,11736.0,0.04,1300060.0
40,AM,Anamã,813,1,13956.0,0.0013,1300086.0
41,AM,Anori,982,13,21477.0,0.027,1300102.0
42,AM,Apuí,277,4,22359.0,0.0148,1300144.0
43,AM,Atalaia do Norte,1326,4,20398.0,0.0909,1300201.0
44,AM,Autazes,1395,37,40290.0,0.127,1300300.0
45,AM,Barcelos,2780,25,27638.0,1.0,1300409.0
46,AM,Barreirinha,1273,23,32483.0,0.0625,1300508.0
47,AM,Benjamin Constant,1641,40,43935.0,0.1316,1300607.0
48,AM,Beruri,994,12,20093.0,1.0,1300631.0
49,AM,Boa Vista do Ramos,440,3,19626.0,0.0333,1300680.0
50,AM,Boca do Acre,1363,13,34635.0,1.0,1300706.0
51,AM,Borba,750,23,41748.0,0.2857,1300805.0
52,AM,Caapiranga,364,9,13283.0,0.0909,1300839.0
53,AM,Canutama,574,3,15807.0,0.006,1300904.0
54,AM,Carauari,3143,20,28508.0,1.0,1301001.0
55,AM,Careiro,1893,22,38348.0,0.5,1301100.0
56,AM,Careiro da Várzea,271,4,30846.0,0.0714,1301159.0
57,AM,Coari,7515,116,85910.0,0.1429,1301209.0
58,AM,Codajás,279,7,29168.0,0.1429,1301308.0
59,AM,Eirunepé,2558,11,35700.0,0.0049,1301407.0
60,AM,Envira,906,2,20393.0,0.0192,1301506.0
61,AM,Fonte Boa,914,19,17005.0,0.0909,1301605.0
62,AM,Guajará,947,15,16937.0,0.0769,1301654.0
63,AM,Humaitá,3653,78,56144.0,0.0303,1301704.0
64,AM,Ipixuna,2155,10,30436.0,0.0048,1301803.0
65,AM,Iranduba,2464,59,49011.0,0.1667,1301852.0
66,AM,Itacoatiara,2473,78,102701.0,0.1262,1301902.0
67,AM,Itamarati,583,6,7814.0,0.0128,1301951.0
68,AM,Itapiranga,1090,10,9230.0,0.1,1302009.0
69,AM,Japurá,485,1,2251.0,0.0045,1302108.0
70,AM,Juruá,572,8,15106.0,0.0159,1302207.0
71,AM,Jutaí,423,16,13886.0,0.1148,1302306.0
72,AM,Lábrea,3004,41,46882.0,0.0195,1302405.0
73,AM,Manacapuru,4232,161,98502.0,0.2,1302504.0
74,AM,Manaquiri,570,21,33049.0,0.5,1302553.0
75,AM,Manaus,63557,2902,2219580.0,0.1023,1302603.0
76,AM,Manicoré,1527,36,56583.0,1.0,1302702.0
77,AM,Maraã,571,4,18261.0,0.0196,1302801.0
78,AM,Maués,2055,48,65040.0,0.5,1302900.0
79,AM,Nhamundá,920,15,21443.0,0.5,1303007.0
80,AM,Nova Olinda do Norte,1102,25,38026.0,0.0904,1303106.0
81,AM,Novo Airão,530,15,19928.0,1.0,1303205.0
82,AM,Novo Aripuanã,820,13,26046.0,0.1333,1303304.0
83,AM,Parintins,6276,144,115363.0,0.5,1303403.0
84,AM,Pauini,1426,4,19522.0,0.0106,1303502.0
85,AM,Presidente Figueiredo,2459,29,37193.0,1.0,1303536.0
86,AM,Rio Preto da Eva,1613,23,34106.0,0.0625,1303569.0
87,AM,Santa Isabel do Rio Negro,2265,19,25865.0,0.1429,1303601.0
88,AM,Santo Antônio do Içá,1313,27,21243.0,0.0317,1303700.0
89,AM,Silves,543,5,9230.0,0.1,1304005.0
90,AM,São Gabriel da Cachoeira,4527,58,46303.0,0.1111,1303809.0
91,AM,São Paulo de Olivença,2025,26,40073.0,0.2,1303908.0
92,AM,São Sebastião do Uatumã,657,7,14352.0,0.0182,1303957.0
93,AM,Tabatinga,1939,83,67182.0,0.4,1304062.0
94,AM,Tapauá,1041,5,17015.0,0.0435,1304104.0
95,AM,Tefé,4041,94,59547.0,0.5,1304203.0
96,AM,Tonantins,649,16,18897.0,0.0815,1304237.0
97,AM,Uarini,839,13,13690.0,0.0163,1304260.0
98,AM,Urucará,795,10,16130.0,0.1429,1304302.0
99,AM,Urucurituba,1287,8,23585.0,0.0385,1304401.0
100,DF,Brasília,189277,3439,3055149.0,0.0342,5300108.0
101,AL,Anadia,504,8,17526.0,1.0,2700201.0
102,AL,Arapiraca,12291,167,233047.0,0.1282,2700300.0
103,AL,Atalaia,628,22,47365.0,0.0645,2700409.0
104,AL,Barra de Santo Antônio,136,14,16068.0,0.2,2700508.0
105,AL,Barra de São Miguel,155,5,8378.0,0.0526,2700607.0
106,AL,Batalha,607,10,18338.0,0.3333,2700706.0
107,AL,Belo Monte,174,4,6710.0,0.1111,2700904.0
108,AL,Belém,59,1,4284.0,0.5,2700805.0
109,AL,Boca da Mata,1252,25,27356.0,0.0769,2701001.0
110,AL,Branquinha,272,6,10460.0,0.049,2701100.0
111,AL,Cacimbinhas,276,3,10889.0,1.0,2701209.0
112,AL,Cajueiro,359,15,21331.0,0.3333,2701308.0
113,AL,Campestre,96,3,6954.0,0.1429,2701357.0
114,AL,Campo Alegre,1446,28,57537.0,0.3333,2701407.0
115,AL,Campo Grande,223,7,9567.0,0.2,2701506.0
116,AL,Canapi,66,3,17719.0,0.5,2701605.0
117,AL,Capela,534,7,16979.0,0.0132,2701704.0
118,AL,Carneiros,95,2,9159.0,0.0299,2701803.0
119,AL,Chã Preta,47,1,7311.0,0.0263,2701902.0
120,AL,Coité do Nóia,155,3,10643.0,0.0199,2702009.0
121,AL,Colônia Leopoldina,253,8,21818.0,0.0526,2702108.0
122,AL,Coqueiro Seco,303,6,5864.0,0.044,2702207.0
123,AL,Coruripe,1778,29,57294.0,0.0938,2702306.0
124,AL,Craíbas,693,12,24309.0,0.0181,2702355.0
125,AL,Delmiro Gouveia,1016,23,52262.0,1.0,2702405.0
126,AL,Dois Riachos,201,2,11067.0,0.0101,2702504.0
127,AL,Estrela de Alagoas,200,5,18255.0,0.0336,2702553.0
128,AL,Feira Grande,468,7,22178.0,0.0217,2702603.0
129,AL,Feliz Deserto,99,4,4779.0,0.5,2702702.0
130,AL,Flexeiras,322,7,12807.0,0.5,2702801.0
131,AL,Girau do Ponciano,1337,17,41237.0,0.0282,2702900.0
132,AL,Ibateguara,443,9,15627.0,1.0,2703007.0
133,AL,Igaci,248,1,25613.0,0.0046,2703106.0
134,AL,Igreja Nova,561,7,24586.0,0.25,2703205.0
135,AL,Inhapi,76,4,18392.0,0.1429,2703304.0
136,AL,Jacaré dos Homens,120,1,5219.0,0.0526,2703403.0
137,AL,Jacuípe,63,2,7006.0,0.0588,2703502.0
138,AL,Japaratinga,156,5,8403.0,0.5,2703601.0
139,AL,Jaramataia,60,1,5761.0,0.0208,2703700.0
140,AL,Jequiá da Praia,382,9,11536.0,0.069,2703759.0
141,AL,Joaquim Gomes,549,16,24081.0,0.4286,2703809.0
142,AL,Jundiá,48,3,4137.0,0.6667,2703908.0
143,AL,Junqueiro,571,19,24722.0,0.0333,2704005.0
144,AL,Lagoa da Canoa,569,9,17771.0,1.0,2704104.0
145,AL,Limoeiro de Anadia,530,14,28771.0,1.0,2704203.0
146,AL,Maceió,29775,1006,1025360.0,0.1176,2704302.0
147,AL,Major Isidoro,424,8,19864.0,0.125,2704401.0
148,AL,Mar Vermelho,24,1,3494.0,0.0625,2704906.0
149,AL,Maragogi,497,15,33032.0,0.2,2704500.0
150,AL,Maravilha,99,4,9004.0,0.1053,2704609.0
151,AL,Marechal Deodoro,2607,37,52380.0,0.3333,2704708.0
152,AL,Maribondo,355,13,13193.0,0.5,2704807.0
153,AL,Mata Grande,199,4,25207.0,0.0207,2705002.0
154,AL,Matriz de Camaragibe,1104,23,24634.0,1.0,2705101.0
155,AL,Messias,637,21,18031.0,1.0,2705200.0
156,AL,Minador do Negrão,77,1,5322.0,0.0169,2705309.0
157,AL,Monteirópolis,127,0,7165.0,0.0,2705408.0
158,AL,Murici,428,23,28333.0,0.069,2705507.0
159,AL,Novo Lino,110,6,12764.0,1.0,2705606.0
160,AL,Olho d'Água Grande,145,4,5128.0,0.1429,2705903.0
161,AL,Olho d'Água das Flores,1150,14,21738.0,0.0385,2705705.0
162,AL,Olho d'Água do Casado,41,4,9441.0,0.6667,2705804.0
163,AL,Olivença,152,3,11657.0,0.0323,2706000.0
164,AL,Ouro Branco,104,4,11535.0,0.0462,2706109.0
165,AL,Palestina,294,3,5037.0,0.0556,2706208.0
166,AL,Palmeira dos Índios,1866,37,73337.0,0.0909,2706307.0
167,AL,Pariconha,206,1,10539.0,0.005,2706422.0
168,AL,Paripueira,190,11,13332.0,1.0,2706448.0
169,AL,Passo de Camaragibe,377,11,15258.0,0.25,2706505.0
170,AL,Paulo Jacinto,185,8,7560.0,1.0,2706604.0
171,AL,Penedo,1572,20,63846.0,0.2857,2706703.0
172,AL,Piaçabuçu,367,14,17848.0,0.25,2706802.0
173,AL,Pilar,1440,27,35212.0,0.12,2706901.0
174,AL,Pindoba,79,1,2905.0,0.1,2707008.0
175,AL,Piranhas,283,7,25183.0,0.1176,2707107.0
176,AL,Porto Calvo,787,16,27249.0,0.0714,2707305.0
177,AL,Porto Real do Colégio,412,8,20112.0,0.0201,2707503.0
178,AL,Porto de Pedras,149,2,7701.0,0.0286,2707404.0
179,AL,Poço das Trincheiras,100,3,14418.0,0.3333,2707206.0
180,AL,Pão de Açúcar,887,7,24351.0,0.25,2706406.0
181,AL,Quebrangulo,387,2,11248.0,0.0256,2707602.0
182,AL,Rio Largo,1310,65,75394.0,0.1017,2707701.0
183,AL,Roteiro,155,8,6649.0,0.0548,2707800.0
184,AL,Santa Luzia do Norte,240,5,7320.0,0.0299,2707909.0
185,AL,Santana do Ipanema,1710,29,47819.0,0.1143,2708006.0
186,AL,Santana do Mundaú,264,6,10687.0,0.5,2708105.0
187,AL,Satuba,509,18,13936.0,0.0532,2708907.0
188,AL,Senador Rui Palmeira,119,5,13921.0,0.1034,2708956.0
189,AL,São Brás,260,0,6969.0,0.0,2708204.0
190,AL,São José da Laje,716,10,23996.0,0.02,2708303.0
191,AL,São José da Tapera,885,15,32405.0,0.037,2708402.0
192,AL,São Luís do Quitunde,853,19,34692.0,0.0431,2708501.0
193,AL,São Miguel dos Campos,2138,36,61797.0,0.1667,2708600.0
194,AL,São Miguel dos Milagres,125,6,8013.0,1.0,2708709.0
195,AL,São Sebastião,847,15,34290.0,0.0178,2708808.0
196,AL,Tanque d'Arca,127,3,6138.0,0.1429,2709004.0
197,AL,Taquarana,254,3,20072.0,0.037,2709103.0
198,AL,Teotônio Vilela,1309,36,44372.0,0.0435,2709152.0
199,AL,Traipu,276,5,27826.0,0.0275,2709202.0
200,AL,União dos Palmares,941,44,65790.0,0.1667,2709301.0
201,AL,Viçosa,419,9,25693.0,1.0,2709400.0
202,AL,Água Branca,103,6,20230.0,0.0882,2700102.0
203,CE,Abaiara,99,3,11853.0,0.3333,2300101.0
204,CE,Acarape,1926,15,15036.0,0.5,2300150.0
205,CE,Acaraú,2698,57,63104.0,1.0,2300200.0
206,CE,Acopiara,1275,50,54481.0,0.1667,2300309.0
207,CE,Aiuaba,61,1,17493.0,0.1111,2300408.0
208,CE,Alcântaras,550,4,11781.0,0.0909,2300507.0
209,CE,Altaneira,108,2,7650.0,0.4,2300606.0
210,CE,Alto Santo,467,12,17196.0,0.25,2300705.0
211,CE,Amontada,840,20,43829.0,0.3333,2300754.0
212,CE,Antonina do Norte,56,0,7378.0,0.0,2300804.0
213,CE,Apuiarés,250,11,14672.0,0.3125,2300903.0
214,CE,Aquiraz,1097,35,80935.0,0.0647,2301000.0
215,CE,Aracati,1917,53,74975.0,0.5,2301109.0
216,CE,Aracoiaba,802,15,26535.0,0.0218,2301208.0
217,CE,Ararendá,228,4,10959.0,1.0,2301257.0
218,CE,Araripe,241,3,21654.0,0.0175,2301307.0
219,CE,Aratuba,255,2,11802.0,0.04,2301406.0
220,CE,Arneiroz,64,4,7844.0,0.0889,2301505.0
221,CE,Assaré,480,9,23478.0,0.1053,2301604.0
222,CE,Aurora,577,20,24610.0,1.0,2301703.0
223,CE,Baixio,108,3,6303.0,0.0291,2301802.0
224,CE,Banabuiú,600,4,18256.0,0.0385,2301851.0
225,CE,Barbalha,2211,57,61228.0,0.0588,2301901.0
226,CE,Barreira,350,19,22573.0,0.5,2301950.0
227,CE,Barro,400,9,22758.0,0.2222,2302008.0
228,CE,Barroquinha,800,20,15044.0,0.0299,2302057.0
229,CE,Baturité,616,31,35941.0,0.1818,2302107.0
230,CE,Beberibe,947,30,53949.0,0.1774,2302206.0
231,CE,Bela Cruz,1243,24,32722.0,0.1111,2302305.0
232,CE,Boa Viagem,1384,34,54577.0,0.2,2302404.0
233,CE,Brejo Santo,1918,26,49842.0,0.15,2302503.0
234,CE,Camocim,2403,81,63907.0,0.1132,2302602.0
235,CE,Campos Sales,561,9,27470.0,0.027,2302701.0
236,CE,Canindé,2029,76,77244.0,0.0386,2302800.0
237,CE,Capistrano,724,15,17786.0,1.0,2302909.0
238,CE,Caridade,327,18,22782.0,0.2308,2303006.0
239,CE,Caririaçu,776,18,26987.0,0.2,2303204.0
240,CE,Cariré,862,19,18459.0,0.026,2303105.0
241,CE,Cariús,569,11,18699.0,1.0,2303303.0
242,CE,Carnaubal,624,6,17685.0,0.0213,2303402.0
243,CE,Cascavel,1693,88,72232.0,0.3333,2303501.0
244,CE,Catarina,266,5,20871.0,0.0588,2303600.0
245,CE,Catunda,373,6,10376.0,0.0278,2303659.0
246,CE,Caucaia,6253,360,365212.0,0.0794,2303709.0
247,CE,Cedro,600,12,25585.0,0.2,2303808.0
248,CE,Chaval,817,14,13091.0,0.5,2303907.0
249,CE,Chorozinho,629,18,20274.0,0.1429,2303956.0
250,CE,Choró,348,8,13565.0,0.0417,2303931.0
251,CE,Coreaú,1339,17,23239.0,0.0159,2304004.0
252,CE,Crateús,6187,98,75159.0,0.1667,2304103.0
253,CE,Crato,7401,98,133031.0,0.0325,2304202.0
254,CE,Croatá,387,5,18133.0,0.0435,2304236.0
255,CE,Cruz,893,13,24977.0,0.0391,2304251.0
256,CE,Deputado Irapuan Pinheiro,250,4,9662.0,0.1667,2304269.0
257,CE,Ereré,364,6,7225.0,0.1429,2304277.0
258,CE,Eusébio,2098,65,54337.0,1.0,2304285.0
259,CE,Farias Brito,1203,20,19389.0,1.0,2304301.0
260,CE,Forquilha,756,28,24452.0,0.2222,2304350.0
261,CE,Fortaleza,56735,3922,2686612.0,0.097,2304400.0
262,CE,Fortim,169,2,16631.0,0.0127,2304459.0
263,CE,Frecheirinha,1530,17,14134.0,0.125,2304509.0
264,CE,General Sampaio,145,6,7694.0,0.4286,2304608.0
265,CE,Granja,1289,43,54962.0,0.0909,2304707.0
266,CE,Granjeiro,194,2,4814.0,0.0274,2304806.0
267,CE,Graça,579,15,14407.0,0.026,2304657.0
268,CE,Groaíras,804,14,11144.0,0.0455,2304905.0
269,CE,Guaiúba,319,27,26290.0,0.1311,2304954.0
270,CE,Guaraciaba do Norte,823,15,40784.0,0.0714,2305001.0
271,CE,Guaramiranga,141,1,5132.0,0.012,2305100.0
272,CE,Hidrolândia,525,10,20053.0,0.1667,2305209.0
273,CE,Horizonte,2200,77,68529.0,0.1667,2305233.0
274,CE,Ibaretama,162,7,13369.0,1.0,2305266.0
275,CE,Ibiapina,833,13,25082.0,0.0409,2305308.0
276,CE,Ibicuitinga,531,8,12629.0,0.25,2305332.0
277,CE,Icapuí,611,12,20060.0,0.0909,2305357.0
278,CE,Icó,2135,32,68162.0,0.0833,2305407.0
279,CE,Iguatu,4043,89,103074.0,0.5714,2305506.0
280,CE,Independência,452,17,26187.0,0.3333,2305605.0
281,CE,Ipaporanga,333,1,11596.0,0.0052,2305654.0
282,CE,Ipaumirim,238,7,12485.0,0.125,2305704.0
283,CE,Ipu,2205,36,42058.0,0.1667,2305803.0
284,CE,Ipueiras,1491,26,38114.0,0.5,2305902.0
285,CE,Iracema,804,7,14326.0,0.1111,2306009.0
286,CE,Irauçuba,409,28,24305.0,0.1008,2306108.0
287,CE,Itaitinga,842,35,38325.0,1.0,2306256.0
288,CE,Itaiçaba,271,6,7866.0,0.3333,2306207.0
289,CE,Itapajé,1175,66,53067.0,0.0847,2306306.0
290,CE,Itapipoca,3326,117,130539.0,0.0788,2306405.0
291,CE,Itapiúna,366,12,20520.0,0.1429,2306504.0
292,CE,Itarema,1972,28,42215.0,0.0538,2306553.0
293,CE,Itatira,985,23,21836.0,0.3333,2306603.0
294,CE,Jaguaretama,840,17,18147.0,0.0833,2306702.0
295,CE,Jaguaribara,304,10,11492.0,0.0909,2306801.0
296,CE,Jaguaribe,1538,35,34636.0,1.0,2306900.0
297,CE,Jaguaruana,1046,29,33834.0,0.1429,2307007.0
298,CE,Jardim,303,13,27181.0,0.25,2307106.0
299,CE,Jati,92,2,8130.0,0.3333,2307205.0
300,CE,Jijoca de Jericoacoara,848,11,20087.0,0.0345,2307254.0
301,CE,Juazeiro do Norte,16256,298,276264.0,0.1818,2307304.0
302,CE,Jucás,531,19,24892.0,0.2857,2307403.0
303,CE,Lavras da Mangabeira,941,20,31492.0,0.2,2307502.0
304,CE,Limoeiro do Norte,1716,44,59890.0,0.75,2307601.0
305,CE,Madalena,514,24,19864.0,0.0789,2307635.0
306,CE,Maracanaú,7561,254,229458.0,0.126,2307650.0
307,CE,Maranguape,5151,117,130346.0,0.4,2307700.0
308,CE,Marco,505,15,27595.0,0.0619,2307809.0
309,CE,Martinópole,222,10,11321.0,0.1176,2307908.0
310,CE,Massapê,983,57,39044.0,0.25,2308005.0
311,CE,Mauriti,1305,35,48168.0,0.3333,2308104.0
312,CE,Meruoca,710,19,15185.0,0.1364,2308203.0
313,CE,Milagres,583,16,27462.0,0.087,2308302.0
314,CE,Milhã,346,9,13142.0,0.125,2308351.0
315,CE,Miraíma,425,10,13894.0,1.0,2308377.0
316,CE,Missão Velha,867,12,35480.0,0.0253,2308401.0
317,CE,Mombaça,1177,37,43858.0,0.1667,2308500.0
318,CE,Monsenhor Tabosa,700,15,17249.0,0.25,2308609.0
319,CE,Morada Nova,2383,46,61738.0,0.0248,2308708.0
320,CE,Moraújo,508,8,8779.0,1.0,2308807.0
321,CE,Morrinhos,506,12,22685.0,0.0851,2308906.0
322,CE,Mucambo,522,10,14549.0,0.0312,2309003.0
323,CE,Mulungu,192,7,10941.0,0.1071,2309102.0
324,CE,Nova Olinda,305,4,15684.0,0.0667,2309201.0
325,CE,Nova Russas,813,21,32408.0,0.5,2309300.0
326,CE,Novo Oriente,513,14,28673.0,0.3333,2309409.0
327,CE,Ocara,505,22,25833.0,0.125,2309458.0
328,CE,Orós,1280,40,21384.0,0.0319,2309508.0
329,CE,Pacajus,1587,54,73188.0,0.087,2309607.0
330,CE,Pacatuba,1845,79,84554.0,0.0996,2309706.0
331,CE,Pacoti,298,7,12288.0,0.5,2309805.0
332,CE,Pacujá,340,5,6549.0,0.0196,2309904.0
333,CE,Palhano,118,4,9422.0,0.1667,2310001.0
334,CE,Palmácia,332,7,13439.0,0.3333,2310100.0
335,CE,Paracuru,1238,44,35304.0,0.0849,2310209.0
336,CE,Paraipaba,1103,33,32992.0,0.1333,2310258.0
337,CE,Parambu,336,19,31455.0,0.5455,2310308.0
338,CE,Paramoti,210,3,12252.0,0.05,2310407.0
339,CE,Pedra Branca,371,33,43309.0,1.0,2310506.0
340,CE,Penaforte,45,4,9143.0,0.4,2310605.0
341,CE,Pentecoste,849,30,37900.0,0.25,2310704.0
342,CE,Pereiro,499,5,16331.0,0.0125,2310803.0
343,CE,Pindoretama,490,18,20769.0,0.5,2310852.0
344,CE,Piquet Carneiro,777,9,17086.0,0.0417,2310902.0
345,CE,Pires Ferreira,423,3,11001.0,0.01,2310951.0
346,CE,Poranga,194,4,12347.0,0.0207,2311009.0
347,CE,Porteiras,369,5,14958.0,0.5,2311108.0
348,CE,Potengi,151,1,11106.0,0.0084,2311207.0
349,CE,Potiretama,188,2,6437.0,0.0217,2311231.0
350,CE,Quiterianópolis,622,7,21166.0,0.0625,2311264.0
351,CE,Quixadá,3897,84,88321.0,0.0476,2311306.0
352,CE,Quixelô,1131,19,16147.0,0.0263,2311355.0
353,CE,Quixeramobim,2523,102,81778.0,0.5,2311405.0
354,CE,Quixeré,850,10,22293.0,0.2,2311504.0
355,CE,Redenção,1623,39,29146.0,0.1,2311603.0
356,CE,Reriutaba,1024,21,18385.0,0.2857,2311702.0
357,CE,Russas,3331,68,78882.0,0.1071,2311801.0
358,CE,Saboeiro,379,7,15788.0,0.0526,2311900.0
359,CE,Salitre,367,9,16635.0,1.0,2311959.0
360,CE,Santa Quitéria,1607,22,43711.0,1.0,2312205.0
361,CE,Santana do Acaraú,1106,31,32654.0,0.3077,2312007.0
362,CE,Santana do Cariri,225,9,17712.0,0.0732,2312106.0
363,CE,Senador Pompeu,718,17,25456.0,0.0256,2312700.0
364,CE,Senador Sá,411,6,7691.0,0.0147,2312809.0
365,CE,Sobral,12604,314,210711.0,0.0536,2312908.0
366,CE,Solonópole,861,18,18357.0,1.0,2313005.0
367,CE,São Benedito,1418,30,48131.0,0.0345,2312304.0
368,CE,São Gonçalo do Amarante,2703,53,48869.0,0.5,2312403.0
369,CE,São João do Jaguaribe,190,3,7601.0,0.024,2312502.0
370,CE,São Luís do Curu,176,8,13044.0,0.25,2312601.0
371,CE,Tabuleiro do Norte,1277,18,30807.0,0.1429,2313104.0
372,CE,Tamboril,450,6,26225.0,0.0833,2313203.0
373,CE,Tarrafas,39,2,8573.0,0.0909,2313252.0
374,CE,Tauá,2940,52,59062.0,0.0833,2313302.0
375,CE,Tejuçuoca,523,13,19371.0,0.0506,2313351.0
376,CE,Tianguá,3903,84,76537.0,1.0,2313401.0
377,CE,Trairi,713,44,56291.0,0.3333,2313500.0
378,CE,Tururu,531,17,16431.0,0.2941,2313559.0
379,CE,Ubajara,1026,30,35047.0,1.0,2313609.0
380,CE,Umari,143,2,7736.0,0.0145,2313708.0
381,CE,Umirim,342,25,19903.0,1.0,2313757.0
382,CE,Uruburetama,758,21,22040.0,0.0504,2313807.0
383,CE,Uruoca,622,17,13915.0,0.1,2313906.0
384,CE,Varjota,1102,16,18471.0,0.1429,2313955.0
385,CE,Viçosa do Ceará,2089,62,61410.0,1.0,2314102.0
386,CE,Várzea Alegre,942,31,40903.0,0.0379,2314003.0
387,ES,Afonso Cláudio,900,18,30455.0,0.3333,3200102.0
388,ES,Alegre,366,17,29975.0,0.069,3200201.0
389,ES,Alfredo Chaves,463,7,14636.0,0.0606,3200300.0
390,ES,Alto Rio Novo,178,11,7874.0,1.0,3200359.0
391,ES,Anchieta,891,21,29779.0,0.0333,3200409.0
392,ES,Apiacá,170,4,7554.0,0.0513,3200508.0
393,ES,Aracruz,4127,73,103101.0,0.1215,3200607.0
394,ES,Atilio Vivacqua,352,6,12105.0,0.05,3200706.0
395,ES,Baixo Guandu,742,19,31132.0,0.0625,3200805.0
396,ES,Barra de São Francisco,821,29,44979.0,0.125,3200904.0
397,ES,Boa Esperança,365,16,15092.0,0.0811,3201001.0
398,ES,Bom Jesus do Norte,317,7,9962.0,0.025,3201100.0
399,ES,Brejetuba,476,1,12427.0,0.0021,3201159.0
400,ES,Cachoeiro de Itapemirim,5810,171,210589.0,0.0455,3201209.0
401,ES,Cariacica,11777,446,383917.0,0.0568,3201308.0
402,ES,Castelo,1443,30,37747.0,0.1429,3201407.0
403,ES,Colatina,6138,122,123400.0,0.0286,3201506.0
404,ES,Conceição da Barra,351,15,31273.0,0.0833,3201605.0
405,ES,Conceição do Castelo,312,5,12806.0,0.0833,3201704.0
406,ES,Divino de São Lourenço,132,1,4270.0,0.0088,3201803.0
407,ES,Domingos Martins,735,16,33986.0,0.0228,3201902.0
408,ES,Dores do Rio Preto,87,1,6771.0,0.0385,3202009.0
409,ES,Ecoporanga,908,10,22835.0,1.0,3202108.0
410,ES,Fundão,651,19,21948.0,0.1389,3202207.0
411,ES,Governador Lindenberg,314,1,12880.0,0.0053,3202256.0
412,ES,Guarapari,3357,110,126701.0,0.0641,3202405.0
413,ES,Guaçuí,350,20,31122.0,0.0851,3202306.0
414,ES,Ibatiba,742,16,26426.0,0.1081,3202454.0
415,ES,Ibiraçu,553,10,12591.0,0.0667,3202504.0
416,ES,Ibitirama,114,5,8859.0,0.1071,3202553.0
417,ES,Iconha,484,1,13973.0,0.0097,3202603.0
418,ES,Irupi,266,8,13526.0,0.0345,3202652.0
419,ES,Itaguaçu,191,2,14023.0,0.0333,3202702.0
420,ES,Itapemirim,1406,47,34656.0,0.0602,3202801.0
421,ES,Itarana,163,3,10494.0,0.0625,3202900.0
422,ES,Iúna,605,23,29290.0,1.0,3203007.0
423,ES,Jaguaré,882,15,31039.0,0.25,3203056.0
424,ES,Jerônimo Monteiro,268,8,12265.0,0.0412,3203106.0
425,ES,João Neiva,452,10,16722.0,0.0357,3203130.0
426,ES,Laranja da Terra,125,2,10933.0,0.0282,3203163.0
427,ES,Linhares,6869,128,176688.0,0.1111,3203205.0
428,ES,Mantenópolis,224,7,15503.0,0.3333,3203304.0
429,ES,Marataízes,1702,56,38883.0,0.0661,3203320.0
430,ES,Marechal Floriano,781,20,16920.0,0.0364,3203346.0
431,ES,Marilândia,421,5,12963.0,0.028,3203353.0
432,ES,Mimoso do Sul,794,8,26115.0,0.0129,3203403.0
